utterance,llm_actual,GT_has_symptom,Pred_has_symptom,Outcome
"I actually haven't weighed myself in the past five days, so I don't, I don't know.",[],FALSE,FALSE,TN
I have asthma.,['Asthma'],TRUE,TRUE,TP
"Yeah, I've got some puffers that my family doc gave me.",[],FALSE,FALSE,TN
"No, that's it.",[],FALSE,FALSE,TN
"Um, no I don't.",[],FALSE,FALSE,TN
"I'm sorry, can you say that again?",[],FALSE,FALSE,TN
"Um? I had my wisdom teeth removed. But no, I like I wasn't hospitalized, no.",[],FALSE,FALSE,TN
"Nope, I don't think so.",[],FALSE,FALSE,TN
I live with two roommates.,[],FALSE,FALSE,TN
"Um, sometimes.",[],FALSE,FALSE,TN
I might have like a glass or two on the weekends.,[],FALSE,FALSE,TN
"Oh gosh, um well, I like to have oatmeal for breakfast. I usually make something quick for lunch, maybe like a salad, and then I might have my, I'll probably just like eat out at night, maybe get like a burger or fries or something.",[],FALSE,FALSE,TN
"My brother had appendicitis when he was young. Um, my mom has had a hysterectomy if that counts. Yeah, nothing else.",[],FALSE,FALSE,TN
"Yeah, so I'm just coming in with my son. He's six years old and yeah, just over the last few days he's not been himself and he's been having this stomach ache. Uh, so it started around like I would say 3 days ago and then he's also having vomiting for the last two days, he's vomited in total six times over the last two days and then yesterday he also developed a fever as well. I managed to measure it and it was 38.3 degrees Celsius.","['stomach ache', 'vomiting', 'fever']",TRUE,TRUE,TP
"No, we've been strictly home food during like a pandemic like no, no real changes.",[],FALSE,FALSE,TN
"Yeah, so at first with the stomach pain he was a bit just irritable and just not himself, but especially yesterday with the fever just been very quiet and just kind of sleeping pretty much the whole day.",[],FALSE,FALSE,TN
"Yes, so vomit like, it started two days ago. The first day it was just like he puked up the things that he had eaten, but yesterday it was it was mainly just like uh just yellowish material, I couldn't really tell if it was food or not.",[],FALSE,FALSE,TN
"Uh no I didn't notice any blood and I didn't notice any green material. It was mainly just like like normal vomit, like yellowish color.",[],FALSE,FALSE,TN
"Uhm? Yeah, two days ago it was it was after after lunch when he first vomited. But after that it's just been kind of random.",[],FALSE,FALSE,TN
"No, no, I didn't notice any blood at all. It's definitely just very very watery and he's had to go probably even just in the last day, probably around like six or seven times.",[],FALSE,FALSE,TN
So in total I can count 6 times.,[],FALSE,FALSE,TN
"No, not that I know.",[],FALSE,FALSE,TN
"No, not that he's mentioned to me.",[],FALSE,FALSE,TN
"Uh no, not that he has mentioned to me now.",[],FALSE,FALSE,TN
"Uh, no, not really.",[],FALSE,FALSE,TN
"Um, he did, he did point to his stomach like it seems like he was having with all the vomiting like, he was having some stomach pain as well.","['stomach pain', 'vomiting']",TRUE,TRUE,TP
"Well, it's hard to say. He was just pointing at the center of his belly like, I don't know if it's like, I tried pressing on it and he didn't feel any pain then, but I think it's just kind of all over his stomach.",[],FALSE,FALSE,TN
"No, that's been OK.",[],FALSE,FALSE,TN
"Uh, no, not not really, no.",[],FALSE,FALSE,TN
"No, no he hasn't mentioned anything like that.",[],FALSE,FALSE,TN
"Yeah, so that's that's what I, that prompted me to take his temperature yesterday around the afternoon, like we had to wrap him up with like more than two blankets and he was still feeling cold so, yeah, definitely was having chills.",[],FALSE,FALSE,TN
"So he's been going along the charts pretty well, like no concerns during his growth. Otherwise, he's a very healthy child.",[],FALSE,FALSE,TN
No nothing like that.,[],FALSE,FALSE,TN
"Yeah yeah, he didn't have any issues with walking, running, he's pretty social with all his peers. He's doing well at school, no complaints.",[],FALSE,FALSE,TN
"No, not at all. We, yeah, we haven't really gone to the doctor with him after like all those vaccinations that he had to do, so he's been good.",[],FALSE,FALSE,TN
"Yeah, immunizations all up to date.",[],FALSE,FALSE,TN
"Uh, no, uh, not not anything that we know of yet.",[],FALSE,FALSE,TN
"No, so it was a normal vaginal delivery, uh no issues, uh he was born at 39 weeks, didn't need to stay in the hospital at all. Yeah, it was a pretty smooth pregnancy compared to some of the other ones.",[],FALSE,FALSE,TN
"Uhm, I don't exactly remember his Apgar scores, I think they were like just just they they were normal like there was nothing concerning about them, and birth weight I think he was probably around 3 kilograms.",[],FALSE,FALSE,TN
"No, no medications.",[],FALSE,FALSE,TN
"Yeah, so he's living with myself, his mother and, and then my husband, and he has two older siblings. One is a boy, seven years old, and another one like a 10 year old girl.",[],FALSE,FALSE,TN
"Uh no, no one has been sick recently, however he does, they did let them go back into school at one point, so I don't know, I don't know, so that was just last week, so I don't know if he caught something from school.",[],FALSE,FALSE,TN
"No, we've been, we've been at home.",[],FALSE,FALSE,TN
"No, that's been fine.",[],FALSE,FALSE,TN
"No, no concerns like that.",[],FALSE,FALSE,TN
"No, no, we don't smoke.",[],FALSE,FALSE,TN
"Uh, we are getting the 10 year old tested for just uh, asthma.",[],FALSE,FALSE,TN
"But nothing diagnosed yet, no.",[],FALSE,FALSE,TN
"No, no, uh no history of any kind of bowel diseases.",[],FALSE,FALSE,TN
"Uh, yeah, no it's, it's also just like I was just reading up like, can it be like I don't know if it can be COVID as well, if it can, it can do this as well?",[],FALSE,FALSE,TN
"Alright, sounds good. Thank you so much.",[],FALSE,FALSE,TN
"Yeah yeah stomach hurt, started hurting more last couple of days, maybe 3 days ago I think.",[],FALSE,FALSE,TN
"It felt weird, like crampy. I just, I just thought I was constipated, 'cause I've been haven't been able to be able to go to the bathroom as well. I just thought I was kind of bloated a bit, but yeah, about about that time, started to feel a little bit more painful.",[],FALSE,FALSE,TN
"Yeah, kinda like near my right hip like lower where my stomach is that kind of right and below my belly button. Sometimes a little bit on the top just below my belly button, but mainly just in that right lower side yeah.",[],FALSE,FALSE,TN
"No, never.",[],FALSE,FALSE,TN
I feel it's been getting worse to be honest.,[],FALSE,FALSE,TN
"Honestly, just resting flat makes it feel a little bit better, but nothing much, no.",[],FALSE,FALSE,TN
"Touching it. Also I puked the the other day and that made it definitely feel worse, just that whole contraction in my body was nasty.",[],FALSE,FALSE,TN
"Mhm, mhm.",[],FALSE,FALSE,TN
"It has pretty much stayed in that one spot, yeah.",[],FALSE,FALSE,TN
"Felt a bit hot the other day, didn't take a temperature though.",[],FALSE,FALSE,TN
"I thought it was just going to get better when it first started. Maybe just a bit of gas, but here we are kind of Thursday now and it's still pretty bad.",[],FALSE,FALSE,TN
"Not off the top of my head, no.",[],FALSE,FALSE,TN
"Yeah, yeah. Before it was fairly regular, about once a day. Five days ago, I started getting constipated, it backed up and pretty much the picture I think last time I went to the bathroom was two days ago I think, yeah.",['constipation'],TRUE,TRUE,TP
"I got diabetes, type 2.","['Increased thirst and urination', 'Fatigue', 'Weight loss despite eating normally']",TRUE,TRUE,TP
"Most part, doctor checks my sugars. I'm not too regular on them myself, but last time he changed medications was a couple years back and I've just been on the same ones ever since.",[],FALSE,FALSE,TN
Metformin? Metformin.,"['nausea', 'abdominal pain']",TRUE,TRUE,TP
"No, I had my teeth pulled as a kid, but no.",[],FALSE,FALSE,TN
"Yeah, yeah, I never had that problem as a kid.",[],FALSE,FALSE,TN
"No, sometimes get a little bit congested during the fall, but that's it.",[],FALSE,FALSE,TN
"Gas, like no. I think my grandma died of breast cancer fairly early, but no, not not that not that I can think of.",[],FALSE,FALSE,TN
"Yeah yeah, I live here.",[],FALSE,FALSE,TN
"No, no, I got family. Me, the wife, got two kids, one of them is college bound now but yeah.",[],FALSE,FALSE,TN
"I'm still working, I am a production overseer, production manager over at Fairbanks.",[],FALSE,FALSE,TN
It took awhile to get here.,[],FALSE,FALSE,TN
"Oh yeah, like, well, plan on drinking on the two four but not regular, special occasions mainly. Hot days, sometimes I'll have a beer or two.",[],FALSE,FALSE,TN
"No, just hoping to get an answer to whatever is going on.",[],FALSE,FALSE,TN
Thanks doc.,[],FALSE,FALSE,TN
"Hi, so I feel like I might have a bladder infection. I see a urologist because I've had some issues with like an overactive bladder for awhile. I've had a few bladder infections in the past and this is usually how how they feel. I feel like a little bit of burning when I go to the bathroom and I have to go like a lot right now. But then also sometimes it means that like it gets like this when I have my period and I don't have my period right now, but I you know I I could be getting it, but I also just don't wanna let it go keep going if I do have an infection. I just like rather get it like treated if I do.","['burning sensation while urinating', 'frequent urination despite adequate fluid intake']",TRUE,TRUE,TP
"Um, like 2 weeks ago.",[],FALSE,FALSE,TN
"Like yes and no, it's. I'm I'm not super irregular, but I I sometimes have like basically it's like I alternate sometimes. I my cycles like 4 weeks and sometimes it's more like 5.",[],FALSE,FALSE,TN
Yeah I'm 30.,[],FALSE,FALSE,TN
"Uh, no, I'm not.",[],FALSE,FALSE,TN
I had one like 3 months ago maybe.,"['Fatigue', 'Headache']",FALSE,TRUE,FP
"Yeah yeah it went away like I always I always have an overactive bladder and I always have to go pretty frequently, like every hour, sometimes half hour. But so that's still there, but like it hasn't ever since then, I haven't had any like pain with it.","['overactive bladder', 'frequent urination']",TRUE,TRUE,TP
"Exactly like for the past couple days, it's felt like that.","['Fatigue', 'Headache']",FALSE,TRUE,FP
"Um, maybe a little bit I I feel like now I can recognize it pretty early when it's not too bad to kind of get ahead of it.",[],FALSE,FALSE,TN
"Sorry, can you repeat that?",[],FALSE,FALSE,TN
Not that I can think of.,[],FALSE,FALSE,TN
"It maybe looked like a little cloudy. But nothing, nothing else out of the ordinary like I've never had blood in it or anything.",[],FALSE,FALSE,TN
"No, not that I can think of.",[],FALSE,FALSE,TN
"No, and like I haven't had like had a sexual partner in a few years.",[],FALSE,FALSE,TN
"Oh yeah, I can feel everything.",[],FALSE,FALSE,TN
"No, nothing, pretty normal.",[],FALSE,FALSE,TN
"I, I mean, I feel I feel a little tired, felt like a little hot yesterday. I don't have a thermometer so like I didn't take my temperature but, you know, sometimes I feel a little hot like when I've had the infections before.",[],FALSE,FALSE,TN
"Like my mom said, I, I I saw my mom earlier and she said I looked like a little flushed but it's not not like a rash or anything.",[],FALSE,FALSE,TN
"No, just this like overactive bladder thing.",['overactive bladder'],TRUE,TRUE,TP
"We tried a few different ones before, now I get I get Botox injections into the bladder like maybe twice a year.",[],FALSE,FALSE,TN
"No, nothing no nothing else. Yeah, I guess I have like I have an inhaler but I don't use it all the time like I haven't had to.",[],FALSE,FALSE,TN
"Yeah, like I honestly don't feel like I have it very much now, but I still have like I still have the inhaler.",[],FALSE,FALSE,TN
"Oh, I used to take birth control, like the the pill but like I just I don't have a boyfriend right now and I just didn't really feel like I needed it otherwise.",[],FALSE,FALSE,TN
"Um, I had my appendix out when I was 24. That's it though.",[],FALSE,FALSE,TN
Yeah yeah I do.,[],FALSE,FALSE,TN
I work at a bank.,[],FALSE,FALSE,TN
Like sometimes in the spring I'll get like a little stuffy but...,[],FALSE,FALSE,TN
"No like, yeah...",[],FALSE,FALSE,TN
"Cool, thank you.",[],FALSE,FALSE,TN
Low back pain.,['low back pain'],TRUE,TRUE,TP
So the pain's just right in the in the lower back.,[],FALSE,FALSE,TN
I'm not sure. I just noticed the pain after um after that.,[],FALSE,FALSE,TN
It feels like it's stabbing just right in my lower back.,['Lower Back Pain'],TRUE,TRUE,TP
"If I'm sitting, uh completely still like like I am right now, it's a 2 out of 10.",[],FALSE,FALSE,TN
Uh anytime I I move or bend my back or uh even cough it it worsens the pain significantly.,['Back pain worsening with movement and bending'],TRUE,TRUE,TP
"No, it's been this same awful pain this whole time.",['Pain'],TRUE,TRUE,TP
"I've had back pain uh over the years, but nothing like this before.",[],FALSE,FALSE,TN
I also feel the pain uh into my right leg.,['pain in the right leg'],TRUE,TRUE,TP
"Uh it's it's a, uh, an aching pain.",[],FALSE,FALSE,TN
Uh no it's just the uh the low back pain.,[],FALSE,FALSE,TN
"No, I can't remember any injuries like that in the past.",[],FALSE,FALSE,TN
"Um no fever, uh no chills, no night sweats.",[],FALSE,FALSE,TN
"Uh no, I've been OK recently.",[],FALSE,FALSE,TN
Uh just the back pain.,['Back pain'],TRUE,TRUE,TP
"Nothing like that, been regular.",[],FALSE,FALSE,TN
"Uh no, nothing to report there.",[],FALSE,FALSE,TN
Uh appetite's been normal.,[],FALSE,FALSE,TN
"No, the weight's been about the same.",[],FALSE,FALSE,TN
"No, I've been feeling well otherwise.",[],FALSE,FALSE,TN
Uh no numbness or tingling.,['numbness or tingling'],TRUE,TRUE,TP
Uh no muscle weakness.,['Muscle weakness'],TRUE,TRUE,TP
Uh no concerns with uh erectile dysfunction.,[],FALSE,FALSE,TN
"Uh no, I haven't had any problems with bowel or bladder incontinence.",[],FALSE,FALSE,TN
Uh type 2 diabetes.,"['Increased thirst and urination', 'Frequent urination at night']",TRUE,TRUE,TP
"Uh I, um insulin for diabetes.","['high blood sugar levels', 'increased thirst and urination']",TRUE,TRUE,TP
Uh just been taking Tylenol for the the back pain.,['back pain'],TRUE,TRUE,TP
"Uh maybe it's taking the edge off a little bit, but it hasn't done too much uh to help the pain.",[],FALSE,FALSE,TN
Uh nope.,[],FALSE,FALSE,TN
Uh I had hemorrhoids removed three years ago.,['pain in the rectum'],TRUE,TRUE,TP
"Uh no, it was just day surgery,",[],FALSE,FALSE,TN
Uh my father had prostate cancer.,['prostate cancer'],TRUE,TRUE,TP
Uh I'm a retired school teacher.,"['Fatigue', 'Headache']",FALSE,TRUE,FP
"I live alone um in a in a house uh not too far from here, actually.",[],FALSE,FALSE,TN
"Um occasionally uh maybe I'll have a glass of red wine on the weekend or something like that, but uh not too often.",[],FALSE,FALSE,TN
"Uh, I've smoked um yeah, I smoke a pack of cigarettes uh per day.",[],FALSE,FALSE,TN
Uh about 40 years.,[],FALSE,FALSE,TN
Uh never.,[],FALSE,FALSE,TN
"I feel like it's uh pretty normal, mostly home cooked meals with some variety, vegetable, vegetables, other meats, and fish. I would say it's pretty balanced.",[],FALSE,FALSE,TN
"Yes, I am.",[],FALSE,FALSE,TN
"Uh no new partners, um just my girlfriend, uh.",[],FALSE,FALSE,TN
Um just my my girlfriend recently.,[],FALSE,FALSE,TN
"Uh yes, I have, um um two women over the past year.",[],FALSE,FALSE,TN
"Yes, always use uh condoms.",[],FALSE,FALSE,TN
"My back, it just really hurts. I feel really stiff in the morning and um yeah, it's just been going on for a few months now.",[],FALSE,FALSE,TN
"It kinda hurts all over. I can't really pinpoint any specific locations that hurts most, kind of hurts like all down my my back.",[],FALSE,FALSE,TN
"So I wouldn't really say the neck, and I guess more of the the lower parts. Maybe like the middle of my back and...",[],FALSE,FALSE,TN
And down.,[],FALSE,FALSE,TN
It's a dull pain.,[],TRUE,FALSE,FN
"It's about a four or five. I mean some days it can be better, but yeah, some days it can be worse.",[],FALSE,FALSE,TN
"I think this started about like four or five months ago. It's been going on, yeah, for probably about half a year now.","['Fatigue', 'Weight loss despite eating normally', 'Loss of appetite']",TRUE,TRUE,TP
"No, nothing that it's I I can think of. It's sort of it's come on so slowly like when I first started noticing the back pain it it was maybe like a 0 to a one. I didn't really notice it too much, but over these last 5, 6 months it has gotten has gotten a bit worse.",['back pain'],TRUE,TRUE,TP
"Right, yeah, it's been getting worse.",[],FALSE,FALSE,TN
"Uh, not not in my back pain. I do get pain in my right knee and in my hands sometimes. But those pains just kind of come and go.",[],TRUE,FALSE,FN
"Uhm, those ones started, probably similar timeline around six months ago.",[],FALSE,FALSE,TN
"No, I don't feel it anywhere else.",[],FALSE,FALSE,TN
"Yeah, I've tried some Tylenol and Advil, and that the Advil is actually helped taking the edge off a little bit, but the next morning I I have the stiffness and and pain again.","['stiffness', 'pain']",TRUE,TRUE,TP
Uh no nothing that I can think of that really makes it any worse.,[],FALSE,FALSE,TN
"It's worse in the morning. It gets a bit better as the day goes on. I asked about it, an hour into the day, I feel my best. It takes a little bit of time to to move around a little bit first.","['Morning worsening', 'Daytime improvement']",TRUE,TRUE,TP
I would say maybe 30 to 60 minutes.,[],FALSE,FALSE,TN
No trauma or injuries.,"['Fatigue', 'Headache']",FALSE,TRUE,FP
"Yeah, I have been a bit more fatigued than usual, and yeah, I I've had some malaise as well.",[],FALSE,FALSE,TN
"It's been similarly getting a little bit more progressive. I mean some days I'm just feeling like I just want to lay around and rest 'cause I'm feeling just so burnt out and other days I'm ok but, I'm certainly more tired than usual.",[],TRUE,FALSE,FN
"Uhm, no, I haven't noticed any any rashes or any nail changes.",[],FALSE,FALSE,TN
"No, I haven't had any diarrhea or any any urinary problems.",[],FALSE,FALSE,TN
"No, my appetite's been normal and my weight's been stable.",[],FALSE,FALSE,TN
"No, I haven't noticed anything like that.",[],FALSE,FALSE,TN
"No, no tingling or numbness.",['no tingling or numbness'],TRUE,TRUE,TP
"Nope, I haven't noticed any muscle weakness.",[],TRUE,FALSE,FN
"Um I had a uh, and then I was diarrhea like several months ago and I had some antibiotics, but that was a yeah, so a few months ago.",[],FALSE,FALSE,TN
"Yes I am uh I I have a girlfriend then we've, uh, we started dating about about, uh, six months ago.",[],FALSE,FALSE,TN
"Uh, no history of STIs.",[],FALSE,FALSE,TN
"No, she she hasn't been having any symptoms then we we've been using a condom mostly.",[],FALSE,FALSE,TN
"Uhm, yeah, I'm I'm generally alright. I do have asthma actually and just, I had diarrhea a few months ago after eating at a buffet. So I think maybe it yeah, it was food poisoning or maybe something like that.","['asthma', 'diarrhea']",TRUE,TRUE,TP
"But yeah, so asthma and that's it.",['Asthma'],TRUE,TRUE,TP
"Yeah, use that blue inhaler sometimes. I guess that just when I when I need it, but that hasn't been very often.",[],FALSE,FALSE,TN
"I do have environmental allergies, I I'm not sure if it's like ragweed or or pollen, but something like that.",[],FALSE,FALSE,TN
"Uhm, never.",[],FALSE,FALSE,TN
Yeah my mother has a uh psoriasis.,[],FALSE,FALSE,TN
"Yeah, and so she's had to, I know use like like creams and stuff like that for her skin.",[],FALSE,FALSE,TN
"I do, yeah I work uh, at a bank.",[],FALSE,FALSE,TN
I don't believe so. I think she had just more issues with her with her skin.,[],FALSE,FALSE,TN
"Yeah, so I live with my girlfriend in a condo in the city here.",[],FALSE,FALSE,TN
"Yes, sometimes yeah, I'll smoke like once or twice per week, with that with a friend or something like that.",[],FALSE,FALSE,TN
"No cigarettes, no never.",[],FALSE,FALSE,TN
"Sometimes, yeah, I'll have a beer or two on weekends or or a cocktail with friends.",[],FALSE,FALSE,TN
"Uhm no, I haven't noticed really any any uh redness or or swelling",[],TRUE,FALSE,FN
"Uhm, I do get it. It's a bit stiff. Uhm I, uh, yeah, I'm not really too sure it's like, not really, it's more more more stiff.",[],TRUE,FALSE,FN
"Uhm, yeah, I was just wondering, yeah, like like what what this could be possibly?",[],FALSE,FALSE,TN
Uhm I'm 26.,[],FALSE,FALSE,TN
"No, that that sounds, that sounds great, thank you.",[],FALSE,FALSE,TN
"Sounds great, thank you.",[],FALSE,FALSE,TN
Bye.,[],FALSE,FALSE,TN
"Hi there, I've just last night I was, I went for a run and I twisted my ankle. I think I stepped on something and it it really hurts.","['Twisted ankle', 'Pain']",TRUE,TRUE,TP
It was just yesterday.,[],FALSE,FALSE,TN
Yeah it was just just yesterday that it happened.,[],FALSE,FALSE,TN
"Inwards yeah, I feel like I inverted my ankle.",['inverted ankle'],TRUE,TRUE,TP
"No, I was able to, uh, kind of finish the I I I just finished the walk. I was able to walk home 'cause it didn't hurt that bad immediately. It was a bit painful, but the pain really started a few hours later and has been pretty much constant ever since.",[],TRUE,FALSE,FN
"No, I haven't really noticed I uh, really, any swelling or I or or skin changes. Yeah, no skin changes and no swelling.",[],TRUE,FALSE,FN
Dull and achy.,"['dullness', 'ache']",TRUE,TRUE,TP
"I'm I, I feel like I've maybe I I've done something like this when I was younger, maybe playing basketball or something like this when I was a kid, I twisted my ankle before.",[],FALSE,FALSE,TN
It's on the right kind of outside of the ankle.,[],FALSE,FALSE,TN
On the right ankle.,"['redness and swelling', 'pain when walking']",TRUE,TRUE,TP
"Yeah, exactly.",[],FALSE,FALSE,TN
"I can kind of feel it around on the the sole of my foot as well, but mostly on the outside though.","['sole of the foot pain', 'foot sole discomfort']",TRUE,TRUE,TP
"Alright, it gets worse really to if if I move my ankle or if I'm standing on it.",[],FALSE,FALSE,TN
"Alright, just if I rest and avoid moving it.",[],FALSE,FALSE,TN
"No, just my my right ankle.",[],FALSE,FALSE,TN
"No, I've been I've been just training for this race coming up, so I mean I've been just trying to work on my fitness a little bit, but my weight has been relatively stable.",[],FALSE,FALSE,TN
No numbness or tingling and no muscle weakness either.,[],TRUE,FALSE,FN
"I'm uh, I had diarrhea a few months ago and I was given a fluoroquinolone as an antibiotic.",[],FALSE,FALSE,TN
I I take a Vitamin D and some other vitamins too. Vitamin A as well I guess that just helps my my skin and and then the vitamin D for my my bones.,[],FALSE,FALSE,TN
"No allergies, no.",[],FALSE,FALSE,TN
"My grandparents have arthritis, so and my like my dad had had gout before.","['Arthritis', 'Gout']",TRUE,TRUE,TP
I think osteo yeah osteoarthritis.,"['joint pain', 'stiffness in the knees']",TRUE,TRUE,TP
"I do, yeah, I work as a software engineer.",[],FALSE,FALSE,TN
Right now I'm actually just living alone in a in an apartment.,[],FALSE,FALSE,TN
"No, never I can't with the with all this like training for yeah at the race and stuff like that.",[],FALSE,FALSE,TN
"No, I've never used anything like that in the past.",[],FALSE,FALSE,TN
"Uh rarely I'll have maybe a glass of wine like once every couple of months, but it's pretty infrequent.",[],FALSE,FALSE,TN
"Uh a little bit of pain now that right, uh, like outside, but it's not uh, it doesn't hurt that bad. Yeah, I'll say no.",[],TRUE,FALSE,FN
"I can, yeah I can move it around a little bit. I'm trying to avoid that though, just because it it does hurt, but I can move it around.",[],FALSE,FALSE,TN
"I can, yeah, just for short periods of time 'cause it's just 'cause of the pain, but I can walk on it.",[],TRUE,FALSE,FN
"OK, that sounds good, thank you.",[],FALSE,FALSE,TN
"Hi, I've I've had this pain on the outside of my uh right elbow now it's it I first started knowing, noticing it several months ago, but recently it's just been more painful.",[],TRUE,FALSE,FN
"No, there wasn't any any trauma or any triggers that that I noticed, I was just um feeling it, uh, a bit more at the end of of work. Um yeah, I was just having it uh, feeling the pain a bit more at the end of work.",[],TRUE,FALSE,FN
"Um yeah, if I, really if I'm just resting the elbow um it makes it better, and I've tried uh things like ibuprofen um which has helped with the pain, I'll I'll do that for um hoping I can get through work sometimes if the pain is bad enough.",[],TRUE,FALSE,FN
"Uh it's um kind of uh, well, it's achy and then sometimes depending on the movement it can get, it can be sharp as well.",[],TRUE,FALSE,FN
"Um, so like, really it's mostly the movements at my wrist, if I'm bending my wrist down, uh I can I can feel it, or um if I'm having to pick things up or hold heavy objects at work, I do a lot of repetitive uh things at at work, I work on a line.",[],FALSE,FALSE,TN
It is about a four.,[],FALSE,FALSE,TN
"Uh, no I haven't.",[],FALSE,FALSE,TN
Uh it's been getting worse.,"['Fatigue', 'Headache']",FALSE,TRUE,FP
"Uh I did, I yeah, I tried some um some stuff that you can get at the um drugstore and it did help take the edge off a little bit.",[],FALSE,FALSE,TN
"I am, yeah, I I have full range of motion of both the elbow and uh hand.",[],FALSE,FALSE,TN
"Uh, no. I I've been been able to manage so far at work, but um it is starting to become an issue um yeah, with my job.",[],FALSE,FALSE,TN
"No, it's just right there on the outside of my right elbow, and it's really annoying 'cause I'm right handed as well, so um yeah, it's causing problems there.",[],FALSE,FALSE,TN
"Uh no, I kinda just feel it right over that that one spot.",[],FALSE,FALSE,TN
"No, no, no numbness or tingling.",[],FALSE,FALSE,TN
"No, I haven't had anything like that.",[],FALSE,FALSE,TN
"Um no I, it's just been the elbow pain.",['elbow pain'],TRUE,TRUE,TP
"No, my weights been stable over these last few months.",[],FALSE,FALSE,TN
"No, I haven't had any fevers or chills.",[],FALSE,FALSE,TN
"No, my energy's been good.",[],FALSE,FALSE,TN
Uh no rashes.,['rashes'],FALSE,TRUE,FP
No changes there.,[],FALSE,FALSE,TN
Nothing like that.,[],FALSE,FALSE,TN
"No, I haven't had any nausea or vomiting.",[],FALSE,FALSE,TN
"No, I haven't had any urinary uh symptoms.",[],FALSE,FALSE,TN
"Uh no, I don't.",[],FALSE,FALSE,TN
"No, it looks, it looks the same.",[],FALSE,FALSE,TN
Uh there is pain at the lateral uh lateral elbow.,['Pain at the lateral elbow'],TRUE,TRUE,TP
No pain.,[],FALSE,FALSE,TN
Uh no no pain.,[],FALSE,FALSE,TN
OK.,[],FALSE,FALSE,TN
"Uh it does, yeah.",[],FALSE,FALSE,TN
"Uh it does, yeah that hurts as well.","['pain', 'hurt']",FALSE,TRUE,FP
"Uh no, that that doesn't cause any pain.",[],FALSE,FALSE,TN
"No, nothing there, that feels fine.",[],FALSE,FALSE,TN
That feels normal.,[],FALSE,FALSE,TN
"Uh, pronation um?",[],FALSE,FALSE,TN
"No, that doesn't really cause any pain, pronation and supination.",[],FALSE,FALSE,TN
Um I'm uh healthy.,[],FALSE,FALSE,TN
"I had a surgery for um a C-section for uh my, my son, um but that's that's it.",[],FALSE,FALSE,TN
That was about uh 17 years ago.,[],FALSE,FALSE,TN
"Uh no, it was not.",[],FALSE,FALSE,TN
"Um no, I've just been taking uh Tylenol and Advil um for the pain.",[],FALSE,FALSE,TN
"Uh I I am, yes.",[],FALSE,FALSE,TN
Uh no allergies.,"[""I'm feeling a bit off""]",FALSE,TRUE,FP
"Um no, nothing like that in the family.",[],FALSE,FALSE,TN
Um no neurological issues in the family.,"['memory loss', 'confusion']",TRUE,TRUE,TP
"Uh no, nothing like that.",[],FALSE,FALSE,TN
"Uh no, I haven't smoked before.",[],FALSE,FALSE,TN
"No, I I don't use that.",[],FALSE,FALSE,TN
"Um uh yeah, I'll have a glass of wine every once in awhile, but maybe just one, one a week.",[],FALSE,FALSE,TN
"Um no, I haven't been around anybody who's been sick.",[],FALSE,FALSE,TN
"Uh nope, I've been at home.",[],FALSE,FALSE,TN
"Uh no, I was just wondering what this pain could be on my, in my elbow.",[],FALSE,FALSE,TN
"Yeah, that that sounds um good, thank you.",[],FALSE,FALSE,TN
"I I've had this, uh pain in the right buttock area, it's been really intense, and more recently I'm feeling it like radiate just down my right leg as well.",[],FALSE,FALSE,TN
"So um it's been going on uh for, well, it's it's gotten really intense in the last uh like 2 days.",[],FALSE,FALSE,TN
"Yeah, I do have a bit of pain uh down in my uh in in my buttock area. Um but um it's just gotten really uh, it's gotten more painful over these last couple of days.",[],FALSE,FALSE,TN
"Um it's uh persistent, it's it it does get worse though, depending on what what I'm doing.",[],FALSE,FALSE,TN
"Um well it it gets it gets worse with walking, with sitting, um really any like any kinds of movements, like if I just gotta kind of stay still and that's the only thing that really helps it.",[],FALSE,FALSE,TN
"Uh yeah, I'm just taking some pain medic medications over the counter for these last couple of days um like Advil and Tylenol, but that's it.",[],FALSE,FALSE,TN
"It does, I mean, uh not really, it hasn't really helped much.",[],FALSE,FALSE,TN
"Uh it um, kind of like a sharp pain in the in the buttock and um it it um it's kind of like burning uh down the leg.",[],FALSE,FALSE,TN
8,[],FALSE,FALSE,TN
"No, I feel it just uh just in the buttock and down the leg.",[],FALSE,FALSE,TN
"Uhm I have, yeah um I'm a a truck driver, and so I do a lot of uh a lot of sitting and I've had kind of sciatic pain um in the past.",[],FALSE,FALSE,TN
"No, I don't think so, I don't, I haven't really done much, just kind of work and um ueah, I haven't had any trauma to the back or anything like that.",[],FALSE,FALSE,TN
"Uh no no weakness, just um well, yeah, maybe I guess, maybe yeah, maybe a little bit of uh, leg weakness, I've had I've had a little bit of difficulty walking, been limping.",[],FALSE,FALSE,TN
"Yeah, I've I've had some numbness and tingling down the the right leg.","['numbness', 'tingling']",TRUE,TRUE,TP
"No, it's just kind of down the back of my leg.",['down the back of my leg'],TRUE,TRUE,TP
"No, it's just been just been, uh, this pain.",[],FALSE,FALSE,TN
No weight loss.,"['Unexplained fatigue', 'Loss of appetite']",FALSE,TRUE,FP
No fevers or chills.,[],FALSE,FALSE,TN
"No, I haven't been any, having any symptoms like that.",[],FALSE,FALSE,TN
No diarrhea or constipation.,"[""I'm feeling a bit off""]",FALSE,TRUE,FP
No blood in the stool.,['no blood in the stool'],TRUE,TRUE,TP
"Uh no, no changes to the urine.",[],FALSE,FALSE,TN
