file,expected,transcribed,expected_norm,transcribed_norm,cer,wer,mer,wil,wip,hits,substitutions,deletions,insertions,ops,truth,hypothesis
turn_1607_D.wav,"OK, so that causes, so um hip hip extension uh that causes some pain, um and as well as knee extension, so would you mind um kicking your right leg up in front of you all the way up as far as you can go?",okay so that causes so i'm hip hip extension do that causes some pain i'm and as well as knee extension so would you mind i'm kicking your right leg up in front of you all the way up as far as you can go,ok so that causes so um hip hip extension uh that causes some pain um and as well as knee extension so would you mind um kicking your right leg up in front of you all the way up as far as you can go,okay so that causes so im hip hip extension do that causes some pain im and as well as knee extension so would you mind im kicking your right leg up in front of you all the way up as far as you can go,0.03535353535353535,0.1111111111111111,0.1111111111111111,0.2098765432098766,0.7901234567901234,40,5,0,0,"[[AlignmentChunk(type='substitute', ref_start_idx=0, ref_end_idx=1, hyp_start_idx=0, hyp_end_idx=1), AlignmentChunk(type='equal', ref_start_idx=1, ref_end_idx=5, hyp_start_idx=1, hyp_end_idx=5), AlignmentChunk(type='substitute', ref_start_idx=5, ref_end_idx=6, hyp_start_idx=5, hyp_end_idx=6), AlignmentChunk(type='equal', ref_start_idx=6, ref_end_idx=9, hyp_start_idx=6, hyp_end_idx=9), AlignmentChunk(type='substitute', ref_start_idx=9, ref_end_idx=10, hyp_start_idx=9, hyp_end_idx=10), AlignmentChunk(type='equal', ref_start_idx=10, ref_end_idx=14, hyp_start_idx=10, hyp_end_idx=14), AlignmentChunk(type='substitute', ref_start_idx=14, ref_end_idx=15, hyp_start_idx=14, hyp_end_idx=15), AlignmentChunk(type='equal', ref_start_idx=15, ref_end_idx=25, hyp_start_idx=15, hyp_end_idx=25), AlignmentChunk(type='substitute', ref_start_idx=25, ref_end_idx=26, hyp_start_idx=25, hyp_end_idx=26), AlignmentChunk(type='equal', ref_start_idx=26, ref_end_idx=45, hyp_start_idx=26, hyp_end_idx=45)]]","[['ok', 'so', 'that', 'causes', 'so', 'um', 'hip', 'hip', 'extension', 'uh', 'that', 'causes', 'some', 'pain', 'um', 'and', 'as', 'well', 'as', 'knee', 'extension', 'so', 'would', 'you', 'mind', 'um', 'kicking', 'your', 'right', 'leg', 'up', 'in', 'front', 'of', 'you', 'all', 'the', 'way', 'up', 'as', 'far', 'as', 'you', 'can', 'go']]","[['okay', 'so', 'that', 'causes', 'so', 'im', 'hip', 'hip', 'extension', 'do', 'that', 'causes', 'some', 'pain', 'im', 'and', 'as', 'well', 'as', 'knee', 'extension', 'so', 'would', 'you', 'mind', 'im', 'kicking', 'your', 'right', 'leg', 'up', 'in', 'front', 'of', 'you', 'all', 'the', 'way', 'up', 'as', 'far', 'as', 'you', 'can', 'go']]"
turn_1608_P.wav,"Mhmm, oh yeah.",oh yeah,mhmm oh yeah,oh yeah,0.4166666666666667,0.3333333333333333,0.3333333333333333,0.33333333333333337,0.6666666666666666,2,0,1,0,"[[AlignmentChunk(type='delete', ref_start_idx=0, ref_end_idx=1, hyp_start_idx=0, hyp_end_idx=0), AlignmentChunk(type='equal', ref_start_idx=1, ref_end_idx=3, hyp_start_idx=0, hyp_end_idx=2)]]","[['mhmm', 'oh', 'yeah']]","[['oh', 'yeah']]"
turn_1609_D.wav,Does that hurt?,the that her,does that hurt,the that her,0.35714285714285715,0.6666666666666666,0.6666666666666666,0.8888888888888888,0.1111111111111111,1,2,0,0,"[[AlignmentChunk(type='substitute', ref_start_idx=0, ref_end_idx=1, hyp_start_idx=0, hyp_end_idx=1), AlignmentChunk(type='equal', ref_start_idx=1, ref_end_idx=2, hyp_start_idx=1, hyp_end_idx=2), AlignmentChunk(type='substitute', ref_start_idx=2, ref_end_idx=3, hyp_start_idx=2, hyp_end_idx=3)]]","[['does', 'that', 'hurt']]","[['the', 'that', 'her']]"
turn_160_P.wav,"No, my energy has been good. D; Have you been having any kind of thumping or palpitations or feel like your heart has been racing at all?",no my energy has been good d have you been having any kind of thumping or palpitations or feel like your heart has been racing at all,no my energy has been good d have you been having any kind of thumping or palpitations or feel like your heart has been racing at all,no my energy has been good d have you been having any kind of thumping or palpitations or feel like your heart has been racing at all,0.0,0.0,0.0,0.0,1.0,27,0,0,0,"[[AlignmentChunk(type='equal', ref_start_idx=0, ref_end_idx=27, hyp_start_idx=0, hyp_end_idx=27)]]","[['no', 'my', 'energy', 'has', 'been', 'good', 'd', 'have', 'you', 'been', 'having', 'any', 'kind', 'of', 'thumping', 'or', 'palpitations', 'or', 'feel', 'like', 'your', 'heart', 'has', 'been', 'racing', 'at', 'all']]","[['no', 'my', 'energy', 'has', 'been', 'good', 'd', 'have', 'you', 'been', 'having', 'any', 'kind', 'of', 'thumping', 'or', 'palpitations', 'or', 'feel', 'like', 'your', 'heart', 'has', 'been', 'racing', 'at', 'all']]"
turn_1610_P.wav,"It does, yeah.",it does yeah,it does yeah,it does yeah,0.0,0.0,0.0,0.0,1.0,3,0,0,0,"[[AlignmentChunk(type='equal', ref_start_idx=0, ref_end_idx=3, hyp_start_idx=0, hyp_end_idx=3)]]","[['it', 'does', 'yeah']]","[['it', 'does', 'yeah']]"
turn_1611_D.wav,"OK so right hip flexion um also causes pain, and then would you mind uh folding your knees backwards um and just sort of flexing it? Does that hurt?",okay so right hip flexion own also causes pain and then would you mind folding your knees backwards on and just sort of faxing it does that hurt,ok so right hip flexion um also causes pain and then would you mind uh folding your knees backwards um and just sort of flexing it does that hurt,okay so right hip flexion own also causes pain and then would you mind folding your knees backwards on and just sort of faxing it does that hurt,0.08275862068965517,0.1724137931034483,0.1724137931034483,0.29064039408867004,0.70935960591133,24,4,1,0,"[[AlignmentChunk(type='substitute', ref_start_idx=0, ref_end_idx=1, hyp_start_idx=0, hyp_end_idx=1), AlignmentChunk(type='equal', ref_start_idx=1, ref_end_idx=5, hyp_start_idx=1, hyp_end_idx=5), AlignmentChunk(type='substitute', ref_start_idx=5, ref_end_idx=6, hyp_start_idx=5, hyp_end_idx=6), AlignmentChunk(type='equal', ref_start_idx=6, ref_end_idx=14, hyp_start_idx=6, hyp_end_idx=14), AlignmentChunk(type='delete', ref_start_idx=14, ref_end_idx=15, hyp_start_idx=14, hyp_end_idx=14), AlignmentChunk(type='equal', ref_start_idx=15, ref_end_idx=19, hyp_start_idx=14, hyp_end_idx=18), AlignmentChunk(type='substitute', ref_start_idx=19, ref_end_idx=20, hyp_start_idx=18, hyp_end_idx=19), AlignmentChunk(type='equal', ref_start_idx=20, ref_end_idx=24, hyp_start_idx=19, hyp_end_idx=23), AlignmentChunk(type='substitute', ref_start_idx=24, ref_end_idx=25, hyp_start_idx=23, hyp_end_idx=24), AlignmentChunk(type='equal', ref_start_idx=25, ref_end_idx=29, hyp_start_idx=24, hyp_end_idx=28)]]","[['ok', 'so', 'right', 'hip', 'flexion', 'um', 'also', 'causes', 'pain', 'and', 'then', 'would', 'you', 'mind', 'uh', 'folding', 'your', 'knees', 'backwards', 'um', 'and', 'just', 'sort', 'of', 'flexing', 'it', 'does', 'that', 'hurt']]","[['okay', 'so', 'right', 'hip', 'flexion', 'own', 'also', 'causes', 'pain', 'and', 'then', 'would', 'you', 'mind', 'folding', 'your', 'knees', 'backwards', 'on', 'and', 'just', 'sort', 'of', 'faxing', 'it', 'does', 'that', 'hurt']]"
turn_1612_P.wav,Uh no.,ah no,uh no,ah no,0.2,0.5,0.5,0.75,0.25,1,1,0,0,"[[AlignmentChunk(type='substitute', ref_start_idx=0, ref_end_idx=1, hyp_start_idx=0, hyp_end_idx=1), AlignmentChunk(type='equal', ref_start_idx=1, ref_end_idx=2, hyp_start_idx=1, hyp_end_idx=2)]]","[['uh', 'no']]","[['ah', 'no']]"
turn_1613_D.wav,"OK, so no pain at knee flexion. And how about when you point your feet um and toes up towards the ceiling?",oh so no pain acne flexion and how about when you point your feet i'm and toes up towards the ceiling,ok so no pain at knee flexion and how about when you point your feet um and toes up towards the ceiling,oh so no pain acne flexion and how about when you point your feet im and toes up towards the ceiling,0.05825242718446602,0.18181818181818182,0.18181818181818182,0.2987012987012987,0.7012987012987013,18,3,1,0,"[[AlignmentChunk(type='substitute', ref_start_idx=0, ref_end_idx=1, hyp_start_idx=0, hyp_end_idx=1), AlignmentChunk(type='equal', ref_start_idx=1, ref_end_idx=4, hyp_start_idx=1, hyp_end_idx=4), AlignmentChunk(type='substitute', ref_start_idx=4, ref_end_idx=5, hyp_start_idx=4, hyp_end_idx=5), AlignmentChunk(type='delete', ref_start_idx=5, ref_end_idx=6, hyp_start_idx=5, hyp_end_idx=5), AlignmentChunk(type='equal', ref_start_idx=6, ref_end_idx=15, hyp_start_idx=5, hyp_end_idx=14), AlignmentChunk(type='substitute', ref_start_idx=15, ref_end_idx=16, hyp_start_idx=14, hyp_end_idx=15), AlignmentChunk(type='equal', ref_start_idx=16, ref_end_idx=22, hyp_start_idx=15, hyp_end_idx=21)]]","[['ok', 'so', 'no', 'pain', 'at', 'knee', 'flexion', 'and', 'how', 'about', 'when', 'you', 'point', 'your', 'feet', 'um', 'and', 'toes', 'up', 'towards', 'the', 'ceiling']]","[['oh', 'so', 'no', 'pain', 'acne', 'flexion', 'and', 'how', 'about', 'when', 'you', 'point', 'your', 'feet', 'im', 'and', 'toes', 'up', 'towards', 'the', 'ceiling']]"
turn_1614_P.wav,"Uhm yeah I I do get some pain with my um, yeah when that's all straightened out, yeah.",yeah i do get some pain with my arm yeah when that so straightened out year,uhm yeah i i do get some pain with my um yeah when thats all straightened out yeah,yeah i do get some pain with my arm yeah when that so straightened out year,0.15853658536585366,0.3333333333333333,0.3333333333333333,0.5,0.5,12,4,2,0,"[[AlignmentChunk(type='delete', ref_start_idx=0, ref_end_idx=1, hyp_start_idx=0, hyp_end_idx=0), AlignmentChunk(type='equal', ref_start_idx=1, ref_end_idx=3, hyp_start_idx=0, hyp_end_idx=2), AlignmentChunk(type='delete', ref_start_idx=3, ref_end_idx=4, hyp_start_idx=2, hyp_end_idx=2), AlignmentChunk(type='equal', ref_start_idx=4, ref_end_idx=10, hyp_start_idx=2, hyp_end_idx=8), AlignmentChunk(type='substitute', ref_start_idx=10, ref_end_idx=11, hyp_start_idx=8, hyp_end_idx=9), AlignmentChunk(type='equal', ref_start_idx=11, ref_end_idx=13, hyp_start_idx=9, hyp_end_idx=11), AlignmentChunk(type='substitute', ref_start_idx=13, ref_end_idx=15, hyp_start_idx=11, hyp_end_idx=13), AlignmentChunk(type='equal', ref_start_idx=15, ref_end_idx=17, hyp_start_idx=13, hyp_end_idx=15), AlignmentChunk(type='substitute', ref_start_idx=17, ref_end_idx=18, hyp_start_idx=15, hyp_end_idx=16)]]","[['uhm', 'yeah', 'i', 'i', 'do', 'get', 'some', 'pain', 'with', 'my', 'um', 'yeah', 'when', 'thats', 'all', 'straightened', 'out', 'yeah']]","[['yeah', 'i', 'do', 'get', 'some', 'pain', 'with', 'my', 'arm', 'yeah', 'when', 'that', 'so', 'straightened', 'out', 'year']]"
turn_1615_D.wav,"OK, so some pain on um planter flexion of the right foot. And how about if you um point your feet and toes towards the ground?",okay so some pain on i'm planned to flexion of the right foot and how about if you on point your feet and toes towards the ground,ok so some pain on um planter flexion of the right foot and how about if you um point your feet and toes towards the ground,okay so some pain on im planned to flexion of the right foot and how about if you on point your feet and toes towards the ground,0.08130081300813008,0.19230769230769232,0.18518518518518517,0.3105413105413106,0.6894586894586894,22,4,0,1,"[[AlignmentChunk(type='substitute', ref_start_idx=0, ref_end_idx=1, hyp_start_idx=0, hyp_end_idx=1), AlignmentChunk(type='equal', ref_start_idx=1, ref_end_idx=5, hyp_start_idx=1, hyp_end_idx=5), AlignmentChunk(type='insert', ref_start_idx=5, ref_end_idx=5, hyp_start_idx=5, hyp_end_idx=6), AlignmentChunk(type='substitute', ref_start_idx=5, ref_end_idx=7, hyp_start_idx=6, hyp_end_idx=8), AlignmentChunk(type='equal', ref_start_idx=7, ref_end_idx=17, hyp_start_idx=8, hyp_end_idx=18), AlignmentChunk(type='substitute', ref_start_idx=17, ref_end_idx=18, hyp_start_idx=18, hyp_end_idx=19), AlignmentChunk(type='equal', ref_start_idx=18, ref_end_idx=26, hyp_start_idx=19, hyp_end_idx=27)]]","[['ok', 'so', 'some', 'pain', 'on', 'um', 'planter', 'flexion', 'of', 'the', 'right', 'foot', 'and', 'how', 'about', 'if', 'you', 'um', 'point', 'your', 'feet', 'and', 'toes', 'towards', 'the', 'ground']]","[['okay', 'so', 'some', 'pain', 'on', 'im', 'planned', 'to', 'flexion', 'of', 'the', 'right', 'foot', 'and', 'how', 'about', 'if', 'you', 'on', 'point', 'your', 'feet', 'and', 'toes', 'towards', 'the', 'ground']]"
turn_1616_P.wav,No pain there.,no pain there,no pain there,no pain there,0.0,0.0,0.0,0.0,1.0,3,0,0,0,"[[AlignmentChunk(type='equal', ref_start_idx=0, ref_end_idx=3, hyp_start_idx=0, hyp_end_idx=3)]]","[['no', 'pain', 'there']]","[['no', 'pain', 'there']]"
turn_1617_D.wav,"OK, um alright and how about when you uh kick your legs uh to the side and upwards?",okay i'm alright and how about when you kick your legs or to the side and upwards,ok um alright and how about when you uh kick your legs uh to the side and upwards,okay im alright and how about when you kick your legs or to the side and upwards,0.09876543209876543,0.2222222222222222,0.2222222222222222,0.3594771241830066,0.6405228758169934,14,3,1,0,"[[AlignmentChunk(type='substitute', ref_start_idx=0, ref_end_idx=2, hyp_start_idx=0, hyp_end_idx=2), AlignmentChunk(type='equal', ref_start_idx=2, ref_end_idx=8, hyp_start_idx=2, hyp_end_idx=8), AlignmentChunk(type='delete', ref_start_idx=8, ref_end_idx=9, hyp_start_idx=8, hyp_end_idx=8), AlignmentChunk(type='equal', ref_start_idx=9, ref_end_idx=12, hyp_start_idx=8, hyp_end_idx=11), AlignmentChunk(type='substitute', ref_start_idx=12, ref_end_idx=13, hyp_start_idx=11, hyp_end_idx=12), AlignmentChunk(type='equal', ref_start_idx=13, ref_end_idx=18, hyp_start_idx=12, hyp_end_idx=17)]]","[['ok', 'um', 'alright', 'and', 'how', 'about', 'when', 'you', 'uh', 'kick', 'your', 'legs', 'uh', 'to', 'the', 'side', 'and', 'upwards']]","[['okay', 'im', 'alright', 'and', 'how', 'about', 'when', 'you', 'kick', 'your', 'legs', 'or', 'to', 'the', 'side', 'and', 'upwards']]"
turn_1618_P.wav,Oh uh no pain with abduction.,oh ah no pain with abduction,oh uh no pain with abduction,oh ah no pain with abduction,0.03571428571428571,0.16666666666666666,0.16666666666666666,0.30555555555555547,0.6944444444444445,5,1,0,0,"[[AlignmentChunk(type='equal', ref_start_idx=0, ref_end_idx=1, hyp_start_idx=0, hyp_end_idx=1), AlignmentChunk(type='substitute', ref_start_idx=1, ref_end_idx=2, hyp_start_idx=1, hyp_end_idx=2), AlignmentChunk(type='equal', ref_start_idx=2, ref_end_idx=6, hyp_start_idx=2, hyp_end_idx=6)]]","[['oh', 'uh', 'no', 'pain', 'with', 'abduction']]","[['oh', 'ah', 'no', 'pain', 'with', 'abduction']]"
turn_1619_D.wav,"OK so no pain on right hip abduction, and then how about when you bring it back down?",okay so no pain on right hip abduction and then how about when you bring it back down,ok so no pain on right hip abduction and then how about when you bring it back down,okay so no pain on right hip abduction and then how about when you bring it back down,0.024096385542168676,0.05555555555555555,0.05555555555555555,0.10802469135802473,0.8919753086419753,17,1,0,0,"[[AlignmentChunk(type='substitute', ref_start_idx=0, ref_end_idx=1, hyp_start_idx=0, hyp_end_idx=1), AlignmentChunk(type='equal', ref_start_idx=1, ref_end_idx=18, hyp_start_idx=1, hyp_end_idx=18)]]","[['ok', 'so', 'no', 'pain', 'on', 'right', 'hip', 'abduction', 'and', 'then', 'how', 'about', 'when', 'you', 'bring', 'it', 'back', 'down']]","[['okay', 'so', 'no', 'pain', 'on', 'right', 'hip', 'abduction', 'and', 'then', 'how', 'about', 'when', 'you', 'bring', 'it', 'back', 'down']]"
turn_161_P.wav,It uhh it does feel like it's beating faster right now. It usually only feels like this when I'm playing sports.,it it does feel like it's beating faster right now it usually only feels like this when i'm playing sports,it uhh it does feel like its beating faster right now it usually only feels like this when im playing sports,it it does feel like its beating faster right now it usually only feels like this when im playing sports,0.037037037037037035,0.047619047619047616,0.047619047619047616,0.04761904761904767,0.9523809523809523,20,0,1,0,"[[AlignmentChunk(type='equal', ref_start_idx=0, ref_end_idx=1, hyp_start_idx=0, hyp_end_idx=1), AlignmentChunk(type='delete', ref_start_idx=1, ref_end_idx=2, hyp_start_idx=1, hyp_end_idx=1), AlignmentChunk(type='equal', ref_start_idx=2, ref_end_idx=21, hyp_start_idx=1, hyp_end_idx=20)]]","[['it', 'uhh', 'it', 'does', 'feel', 'like', 'its', 'beating', 'faster', 'right', 'now', 'it', 'usually', 'only', 'feels', 'like', 'this', 'when', 'im', 'playing', 'sports']]","[['it', 'it', 'does', 'feel', 'like', 'its', 'beating', 'faster', 'right', 'now', 'it', 'usually', 'only', 'feels', 'like', 'this', 'when', 'im', 'playing', 'sports']]"
turn_1620_P.wav,No.,no tight,no,no tight,3.0,1.0,0.5,0.5,0.5,1,0,0,1,"[[AlignmentChunk(type='equal', ref_start_idx=0, ref_end_idx=1, hyp_start_idx=0, hyp_end_idx=1), AlignmentChunk(type='insert', ref_start_idx=1, ref_end_idx=1, hyp_start_idx=1, hyp_end_idx=2)]]",[['no']],"[['no', 'tight']]"
turn_1621_D.wav,"OK and no pain on hip adduction. OK, well those are all the questions that I have for you. Do you have any questions for myself?",okay and no pain on here production okay well those all the questions that i have for you do you have any questions for myself,ok and no pain on hip adduction ok well those are all the questions that i have for you do you have any questions for myself,okay and no pain on here production okay well those all the questions that i have for you do you have any questions for myself,0.11290322580645161,0.19230769230769232,0.19230769230769232,0.32153846153846155,0.6784615384615384,21,4,1,0,"[[AlignmentChunk(type='substitute', ref_start_idx=0, ref_end_idx=1, hyp_start_idx=0, hyp_end_idx=1), AlignmentChunk(type='equal', ref_start_idx=1, ref_end_idx=5, hyp_start_idx=1, hyp_end_idx=5), AlignmentChunk(type='substitute', ref_start_idx=5, ref_end_idx=8, hyp_start_idx=5, hyp_end_idx=8), AlignmentChunk(type='equal', ref_start_idx=8, ref_end_idx=10, hyp_start_idx=8, hyp_end_idx=10), AlignmentChunk(type='delete', ref_start_idx=10, ref_end_idx=11, hyp_start_idx=10, hyp_end_idx=10), AlignmentChunk(type='equal', ref_start_idx=11, ref_end_idx=26, hyp_start_idx=10, hyp_end_idx=25)]]","[['ok', 'and', 'no', 'pain', 'on', 'hip', 'adduction', 'ok', 'well', 'those', 'are', 'all', 'the', 'questions', 'that', 'i', 'have', 'for', 'you', 'do', 'you', 'have', 'any', 'questions', 'for', 'myself']]","[['okay', 'and', 'no', 'pain', 'on', 'here', 'production', 'okay', 'well', 'those', 'all', 'the', 'questions', 'that', 'i', 'have', 'for', 'you', 'do', 'you', 'have', 'any', 'questions', 'for', 'myself']]"
turn_1622_P.wav,Uh just wondering about possibly like what it could be.,just wondering about possibly like what it could be,uh just wondering about possibly like what it could be,just wondering about possibly like what it could be,0.05555555555555555,0.1,0.1,0.09999999999999998,0.9,9,0,1,0,"[[AlignmentChunk(type='delete', ref_start_idx=0, ref_end_idx=1, hyp_start_idx=0, hyp_end_idx=0), AlignmentChunk(type='equal', ref_start_idx=1, ref_end_idx=10, hyp_start_idx=0, hyp_end_idx=9)]]","[['uh', 'just', 'wondering', 'about', 'possibly', 'like', 'what', 'it', 'could', 'be']]","[['just', 'wondering', 'about', 'possibly', 'like', 'what', 'it', 'could', 'be']]"
